,filename,letter,TM,number,year,region
1919,Epsilon_5553_2375.jpg,Epsilon,5553,2375,-170,Arsinoite
1920,Zeta_1011_2940.jpg,Zeta,1011,2940,-241,Memphite?
1921,Mu_4344_6242.jpg,Mu,4344,6242,-218,Oxyrhynchite
1922,Phi_44625_11618.jpg,Phi,44625,11618,-132,Aphroditopolite or Arsinoite or Herakleopolite?
1923,Omega_60_13125.jpg,Omega,60,13125,-136,Pathyrite?
1924,Omicron_905_8082.jpg,Omicron,905,8082,-250,Arsinoite?
1925,Tau_3097_10655.jpg,Tau,3097,10655,-110,Hermopolite
1926,Epsilon_663_2729.jpg,Epsilon,663,2729,-273,Memphite
1927,Phi_703255_11570.jpg,Phi,703255,11570,-190,Herakleopolite
1928,Theta_17894_3668.jpg,Theta,17894,3668,-21,Oxyrhynchite
1929,Eta_945_3481.jpg,Eta,945,3481,-250,?
1930,Pi_250_8781.jpg,Pi,250,8781,-139,Pathyrite?
1931,Rho_1527_9350.jpg,Rho,1527,9350,-256,Arsinoite
1932,Kappa_60_5365.jpg,Kappa,60,5365,-136,Pathyrite?
1933,Sigma_316242_9527.jpg,Sigma,316242,9527,-188,Arsinoite
1934,Gamma_44722_1077.jpg,Gamma,44722,1077,-146,Herakleopolite
1935,Kappa_5253_4983.jpg,Kappa,5253,4983,-57,Oxyrhynchite
1936,Delta_818_2036.jpg,Delta,818,2036,-255,Arsinoite?
1937,Iota_5287_4296.jpg,Iota,5287,4296,-34,Arsinoite
1938,Iota_5838_4255.jpg,Iota,5838,4255,-282,1st Upper Nome
1939,Delta_5853_1716.jpg,Delta,5853,1716,-222,Apollonopolite
1940,Gamma_3432_1331.jpg,Gamma,3432,1331,-160,Memphite
1941,Mu_18503_6070.jpg,Mu,18503,6070,-13,Alexandria
1942,Gamma_44617_1089.jpg,Gamma,44617,1089,-135,Herakleopolite
1943,Lambda_5553_5576.jpg,Lambda,5553,5576,-170,Arsinoite
1944,Tau_3286_10631.jpg,Tau,3286,10631,-218,Arsinoite
1945,Eta_3433_3313.jpg,Eta,3433,3313,-162,Memphite
1946,Epsilon_1568_2648.jpg,Epsilon,1568,2648,-248,Arsinoite
1947,Lambda_316254_5383.jpg,Lambda,316254,5383,-184,Arsinoite
1948,Upsilon_2821_11353.jpg,Upsilon,2821,11353,-264,Oxyrhynchite
1949,Iota_834_4622.jpg,Iota,834,4622,-255,Memphite?
1950,Epsilon_977098_2131.jpg,Epsilon,977098,2131,-190,Memphite?
1951,Omega_316241_12530.jpg,Omega,316241,12530,-189,Arsinoite
1952,Iota_121852_4065.jpg,Iota,121852,4065,-270,Oxyrhynchite
1953,Sigma_14532_9663.jpg,Sigma,14532,9663,-27,Arsinoite
1954,Lambda_60_5953.jpg,Lambda,60,5953,-136,Pathyrite?
1955,Iota_290_4650.jpg,Iota,290,4650,-130,Pathyrite?
1956,Rho_4907_9129.jpg,Rho,4907,9129,-51,Herakleopolite
1957,Iota_290_4648.jpg,Iota,290,4648,-130,Pathyrite?
1958,Theta_3680_3788.jpg,Theta,3680,3788,-113,Arsinoite
1959,Lambda_283_5889.jpg,Lambda,283,5889,-135,Pathyrite?
1960,Kappa_818_5275.jpg,Kappa,818,5275,-255,Arsinoite?
1961,Alpha_316241_34.jpg,Alpha,316241,34,-189,Arsinoite
1962,Iota_44624_4116.jpg,Iota,44624,4116,-133,Oxyrhynchite or Herakleopolite?
1963,Xi_5259_7341.jpg,Xi,5259,7341,-46,Oxyrhynchite
1964,Kappa_3403_5112.jpg,Kappa,3403,5112,-158,Memphite
1965,Delta_5253_1772.jpg,Delta,5253,1772,-57,Oxyrhynchite
1966,Iota_3432_4437.jpg,Iota,3432,4437,-160,Memphite
1967,Lambda_1539_5806.jpg,Lambda,1539,5806,-253,Arsinoite?
1968,Zeta_44722_2859.jpg,Zeta,44722,2859,-146,Herakleopolite
1969,Nu_18499_6724.jpg,Nu,18499,6724,-13,Alexandria
1970,Xi_3289_7395.jpg,Xi,3289,7395,-244,Arsinoite
1971,Lambda_1509_5835.jpg,Lambda,1509,5835,-257,Athrybite?
1972,Beta_253_989.jpg,Beta,253,989,-136,Pathyrite
1973,Upsilon_749316_10902.jpg,Upsilon,749316,10902,-3,Arsinoite
1974,Alpha_663_607.jpg,Alpha,663,607,-273,Memphite
1975,Lambda_945_5854.jpg,Lambda,945,5854,-250,?
1976,Gamma_1011_1466.jpg,Gamma,1011,1466,-241,Memphite?
1977,Pi_3283_8583.jpg,Pi,3283,8583,-222,Arsinoite
1978,Chi_5837_12103.jpg,Chi,5837,12103,-284,1st Upper Nome
1979,Omicron_3681_7865.jpg,Omicron,3681,7865,-112,Arsinoite
1980,Rho_5853_9030.jpg,Rho,5853,9030,-222,Apollonopolite
1981,Chi_316254_11996.jpg,Chi,316254,11996,-184,Arsinoite
1982,Omega_5837_12692.jpg,Omega,5837,12692,-284,1st Upper Nome
1983,Delta_3433_1882.jpg,Delta,3433,1882,-162,Memphite
1984,Pi_1137_8706.jpg,Pi,1137,8706,-254,Arsinoite?
1985,Omicron_834_8087.jpg,Omicron,834,8087,-255,Memphite?
1986,Epsilon_8337_2321.jpg,Epsilon,8337,2321,-168,Arsinoite
1987,Omega_262_13058.jpg,Omega,262,13058,-170,Pathyrite
1988,Eta_5699_3160.jpg,Eta,5699,3160,-47,Herakleopolite
1989,Chi_3686_12188.jpg,Chi,3686,12188,-111,Arsinoite
1990,Omega_131_13109.jpg,Omega,131,13109,-109,Pathyrite
1991,Chi_3680_12204.jpg,Chi,3680,12204,-113,Arsinoite
1992,Gamma_4344_1262.jpg,Gamma,4344,1262,-218,Oxyrhynchite
1993,Lambda_3745_5645.jpg,Lambda,3745,5645,-93,Arsinoite
1994,Phi_144_11962.jpg,Phi,144,11962,-186,Pathyrite
1995,Iota_834_4624.jpg,Iota,834,4624,-255,Memphite?
1996,Nu_1536_7110.jpg,Nu,1536,7110,-254,Memphite?
1997,Beta_3415_872.jpg,Beta,3415,872,-162,Memphite
1998,Chi_3740_12178.jpg,Chi,3740,12178,-92,Arsinoite
1999,Omega_316242_12524.jpg,Omega,316242,12524,-188,Arsinoite
2000,Sigma_316244_9523.jpg,Sigma,316244,9523,-188,Arsinoite
2001,Rho_9228_9007.jpg,Rho,9228,9007,-27,Arsinoite
2002,Pi_4912_8450.jpg,Pi,4912,8450,-50,Herakleopolite
2003,Omicron_3283_7931.jpg,Omicron,3283,7931,-222,Arsinoite
2004,Nu_3563_6964.jpg,Nu,3563,6964,-117,Peri Thebas
2005,Upsilon_3286_11313.jpg,Upsilon,3286,11313,-218,Arsinoite
2006,Lambda_4911_5607.jpg,Lambda,4911,5607,-51,Herakleopolite
2007,Omega_316244_12519.jpg,Omega,316244,12519,-188,Arsinoite
2008,Chi_3403_12242.jpg,Chi,3403,12242,-158,Memphite
2009,Eta_18552_3066.jpg,Eta,18552,3066,-15,Alexandria
2010,Delta_1509_2012.jpg,Delta,1509,2012,-257,Athrybite?
2011,Pi_9228_8348.jpg,Pi,9228,8348,-27,Arsinoite
2012,Upsilon_9228_11064.jpg,Upsilon,9228,11064,-27,Arsinoite
2013,Omega_60_13126.jpg,Omega,60,13126,-136,Pathyrite?
2014,Alpha_11315_184.jpg,Alpha,11315,184,-19,Arsinoite
2015,Sigma_128_10182.jpg,Sigma,128,10182,-98,Pathyrite
2016,Lambda_8337_5530.jpg,Lambda,8337,5530,-168,Arsinoite
2017,Mu_5837_6153.jpg,Mu,5837,6153,-284,1st Upper Nome
2018,Mu_1539_6429.jpg,Mu,1539,6429,-253,Arsinoite?
2019,Theta_2821_3869.jpg,Theta,2821,3869,-264,Oxyrhynchite
2020,Tau_945_10783.jpg,Tau,945,10783,-250,?
2021,Omicron_2482_7979.jpg,Omicron,2482,7979,-209,Memphite
2022,Mu_1568_6424.jpg,Mu,1568,6424,-248,Arsinoite
2023,Omega_1579_12958.jpg,Omega,1579,12958,-241,Arsinoite?
2024,Lambda_905_5858.jpg,Lambda,905,5858,-250,Arsinoite?
2025,Sigma_23306_9617.jpg,Sigma,23306,9617,-13,Herakleopolite
2026,Chi_5697_12114.jpg,Chi,5697,12114,-74,Arsinoite
2027,Mu_18497_6083.jpg,Mu,18497,6083,-13,Alexandria
2028,Nu_4820_6900.jpg,Nu,4820,6900,-72,Herakleopolite
2029,Kappa_3432_5101.jpg,Kappa,3432,5101,-160,Memphite
2030,Psi_254_12485.jpg,Psi,254,12485,-131,Pathyrite
2031,Delta_4900_1800.jpg,Delta,4900,1800,-56,Herakleopolite
2032,Lambda_3689_5655.jpg,Lambda,3689,5655,-109,Arsinoite
2033,Beta_253_993.jpg,Beta,253,993,-136,Pathyrite
2034,Lambda_44624_5444.jpg,Lambda,44624,5444,-133,Oxyrhynchite or Herakleopolite?
2035,Nu_5842_6798.jpg,Nu,5842,6798,-223,Apollonopolite
2036,Alpha_4911_311.jpg,Alpha,4911,311,-51,Herakleopolite
2037,Phi_5253_11735.jpg,Phi,5253,11735,-57,Oxyrhynchite
2038,Gamma_3433_1327.jpg,Gamma,3433,1327,-162,Memphite
2039,Mu_243_6550.jpg,Mu,243,6550,-101,Pathyrite
2040,Epsilon_703255_2139.jpg,Epsilon,703255,2139,-190,Herakleopolite
2041,Sigma_1536_10038.jpg,Sigma,1536,10038,-254,Memphite?
2042,Lambda_3409_5710.jpg,Lambda,3409,5710,-163,Memphite
2043,Phi_4196_11760.jpg,Phi,4196,11760,-237,Herakleopolite
2044,Eta_4844_3234.jpg,Eta,4844,3234,-49,Herakleopolite
2045,Epsilon_3593_2508.jpg,Epsilon,3593,2508,-111,Peri Thebas?
2046,Iota_44625_4112.jpg,Iota,44625,4112,-132,Aphroditopolite or Arsinoite or Herakleopolite?
2047,Mu_283_6519.jpg,Mu,283,6519,-135,Pathyrite?
2048,Iota_3097_4484.jpg,Iota,3097,4484,-110,Hermopolite
2049,Kappa_78025_4783.jpg,Kappa,78025,4783,-33,Alexandria
2050,Xi_250_7484.jpg,Xi,250,7484,-139,Pathyrite?
2051,Phi_131_11968.jpg,Phi,131,11968,-109,Pathyrite
2052,Rho_130532_8864.jpg,Rho,130532,8864,-42,Arsinoite
2053,Mu_5291_6177.jpg,Mu,5291,6177,-31,Arsinoite
2054,Chi_1945_12287.jpg,Chi,1945,12287,-251,Arsinoite?
2055,Tau_5291_10461.jpg,Tau,5291,10461,-31,Arsinoite
2056,Eta_2821_3378.jpg,Eta,2821,3378,-264,Oxyrhynchite
2057,Kappa_8337_4909.jpg,Kappa,8337,4909,-168,Arsinoite
2058,Kappa_18570_4839.jpg,Kappa,18570,4839,-18,Alexandria
2059,Rho_4927_9111.jpg,Rho,4927,9111,-47,Herakleopolite
2060,Mu_316241_5986.jpg,Mu,316241,5986,-189,Arsinoite
2061,Alpha_5287_268.jpg,Alpha,5287,268,-34,Arsinoite
2062,Sigma_44623_9599.jpg,Sigma,44623,9599,-134,Herakleopolite
2063,Omicron_1536_8029.jpg,Omicron,1536,8029,-254,Memphite?
2064,Lambda_1011_5843.jpg,Lambda,1011,5843,-241,Memphite?
2065,Beta_663_977.jpg,Beta,663,977,-273,Memphite
2066,Eta_3099_3351.jpg,Eta,3099,3351,-109,Hermopolite
2067,Kappa_5291_4963.jpg,Kappa,5291,4963,-31,Arsinoite
2068,Omicron_2133_7990.jpg,Omicron,2133,7990,-253,Herakleopolite or Arsinoite?
2069,Tau_3682_10568.jpg,Tau,3682,10568,-112,Arsinoite
2070,Lambda_5850_5545.jpg,Lambda,5850,5545,-223,Apollonopolite
2071,Theta_131_4000.jpg,Theta,131,4000,-109,Pathyrite
2072,Iota_2133_4528.jpg,Iota,2133,4528,-253,Herakleopolite or Arsinoite?
2073,Mu_3409_6319.jpg,Mu,3409,6319,-163,Memphite
2074,Eta_11316_3106.jpg,Eta,11316,3106,-18,Arsinoite
2075,Theta_17894_3669.jpg,Theta,17894,3669,-21,Oxyrhynchite
2076,Chi_11315_12071.jpg,Chi,11315,12071,-19,Arsinoite
2077,Chi_262_12356.jpg,Chi,262,12356,-170,Pathyrite
2078,Lambda_17894_5498.jpg,Lambda,17894,5498,-21,Oxyrhynchite
2079,Eta_5132_3205.jpg,Eta,5132,3205,-167,Herakleopolite
2080,Kappa_3681_5065.jpg,Kappa,3681,5065,-112,Arsinoite
2081,Alpha_3689_361.jpg,Alpha,3689,361,-109,Arsinoite
2082,Rho_250_9455.jpg,Rho,250,9455,-139,Pathyrite?
2083,Epsilon_5255_2399.jpg,Epsilon,5255,2399,-44,Oxyrhynchite
2084,Kappa_3563_5085.jpg,Kappa,3563,5085,-117,Peri Thebas
2085,Delta_23306_1641.jpg,Delta,23306,1641,-13,Herakleopolite
2086,Nu_5699_6819.jpg,Nu,5699,6819,-47,Herakleopolite
2087,Sigma_3409_9919.jpg,Sigma,3409,9919,-163,Memphite
2088,Kappa_1526_5226.jpg,Kappa,1526,5226,-256,Memphite?
2089,Upsilon_243_11525.jpg,Upsilon,243,11525,-101,Pathyrite
2090,Epsilon_2837_2591.jpg,Epsilon,2837,2591,-152,Arsinoite
2091,Pi_5579_8403.jpg,Pi,5579,8403,-51,Arsinoite
2092,Epsilon_316241_2157.jpg,Epsilon,316241,2157,-189,Arsinoite
2093,Chi_663_12348.jpg,Chi,663,12348,-273,Memphite
2094,Mu_1516_6450.jpg,Mu,1516,6450,-257,Arsinoite
2095,Kappa_3283_5126.jpg,Kappa,3283,5126,-222,Arsinoite
2096,Iota_144_4706.jpg,Iota,144,4706,-186,Pathyrite
2097,Eta_3676_3294.jpg,Eta,3676,3294,-117,Arsinoite
2098,Iota_2379_4525.jpg,Iota,2379,4525,-257,Alexandria?
2099,Xi_3593_7372.jpg,Xi,3593,7372,-111,Peri Thebas?
2100,Nu_3681_6944.jpg,Nu,3681,6944,-112,Arsinoite
2101,Sigma_3433_9900.jpg,Sigma,3433,9900,-162,Memphite
2102,Nu_5553_6831.jpg,Nu,5553,6831,-170,Arsinoite
2103,Mu_5132_6202.jpg,Mu,5132,6202,-167,Herakleopolite
2104,Rho_5836_9054.jpg,Rho,5836,9054,-310,1st Upper Nome
2105,Theta_56_4019.jpg,Theta,56,4019,-113,Pathyrite
2106,Lambda_316241_5399.jpg,Lambda,316241,5399,-189,Arsinoite
2107,Chi_3686_12187.jpg,Chi,3686,12187,-111,Arsinoite
2108,Chi_8808_12079.jpg,Chi,8808,12079,-201,Arsinoite
2109,Zeta_3593_2893.jpg,Zeta,3593,2893,-111,Peri Thebas?
2110,Iota_18503_4165.jpg,Iota,18503,4165,-13,Alexandria
2111,Omicron_5697_7739.jpg,Omicron,5697,7739,-74,Arsinoite
2112,Alpha_144_673.jpg,Alpha,144,673,-186,Pathyrite
2113,Beta_5553_803.jpg,Beta,5553,803,-170,Arsinoite
2114,Sigma_834_10091.jpg,Sigma,834,10091,-255,Memphite?
2115,Epsilon_3680_2498.jpg,Epsilon,3680,2498,-113,Arsinoite
2116,Chi_127_12405.jpg,Chi,127,12405,-99,Pathyrite
2117,Omega_290_13053.jpg,Omega,290,13053,-130,Pathyrite?
2118,Beta_250_997.jpg,Beta,250,997,-139,Pathyrite?
2119,Omega_18552_12607.jpg,Omega,18552,12607,-15,Alexandria
2120,Rho_4911_9123.jpg,Rho,4911,9123,-51,Herakleopolite
2121,Iota_23306_4140.jpg,Iota,23306,4140,-13,Herakleopolite
2122,Nu_3433_6974.jpg,Nu,3433,6974,-162,Memphite
2123,Iota_13542_4188.jpg,Iota,13542,4188,-12,Arsinoite
2124,Lambda_2089_5781.jpg,Lambda,2089,5781,-258,Palestina?
2125,Kappa_18560_4843.jpg,Kappa,18560,4843,-22,Alexandria
2126,Mu_262_6520.jpg,Mu,262,6520,-170,Pathyrite
2127,Phi_18592_11629.jpg,Phi,18592,11629,-19,Alexandria
2128,Pi_4927_8448.jpg,Pi,4927,8448,-47,Herakleopolite
2129,Nu_1568_7098.jpg,Nu,1568,7098,-248,Arsinoite
2130,Eta_4911_3221.jpg,Eta,4911,3221,-51,Herakleopolite
2131,Omicron_3593_7879.jpg,Omicron,3593,7879,-111,Peri Thebas?
2132,Zeta_5836_2877.jpg,Zeta,5836,2877,-310,1st Upper Nome
2133,Theta_316254_3598.jpg,Theta,316254,3598,-184,Arsinoite
2134,Lambda_2821_5762.jpg,Lambda,2821,5762,-264,Oxyrhynchite
2135,Rho_1803_9318.jpg,Rho,1803,9318,-243,Arsinoite?
2136,Iota_3676_4410.jpg,Iota,3676,4410,-117,Arsinoite
2137,Rho_2482_9296.jpg,Rho,2482,9296,-209,Memphite
2138,Kappa_13019_4879.jpg,Kappa,13019,4879,-8,Arsinoite
2139,Tau_1509_10760.jpg,Tau,1509,10760,-257,Athrybite?
2140,Rho_5837_9048.jpg,Rho,5837,9048,-284,1st Upper Nome
2141,Mu_1509_6458.jpg,Mu,1509,6458,-257,Athrybite?
2142,Sigma_262_10125.jpg,Sigma,262,10125,-170,Pathyrite
2143,Sigma_2837_9967.jpg,Sigma,2837,9967,-152,Arsinoite
2144,Chi_131_12395.jpg,Chi,131,12395,-109,Pathyrite
2145,Rho_4932_9107.jpg,Rho,4932,9107,-45,Herakleopolite
2146,Omega_56_13128.jpg,Omega,56,13128,-113,Pathyrite
2147,Kappa_60_5363.jpg,Kappa,60,5363,-136,Pathyrite?
2148,Chi_1511_12322.jpg,Chi,1511,12322,-257,Palestina?
2149,Kappa_4907_5007.jpg,Kappa,4907,5007,-51,Herakleopolite
2150,Nu_3432_6980.jpg,Nu,3432,6980,-160,Memphite
2151,Sigma_5842_9723.jpg,Sigma,5842,9723,-223,Apollonopolite
2152,Rho_44733_8902.jpg,Rho,44733,8902,-145,Herakleopolite
2153,Nu_2818_7048.jpg,Nu,2818,7048,-261,Oxyrhynchite
2154,Iota_2089_4532.jpg,Iota,2089,4532,-258,Palestina?
2155,Phi_11515_11665.jpg,Phi,11515,11665,-4,Arsinoite
2156,Nu_3289_7001.jpg,Nu,3289,7001,-244,Arsinoite
2157,Delta_5253_1770.jpg,Delta,5253,1770,-57,Oxyrhynchite
2158,Alpha_1803_514.jpg,Alpha,1803,514,-243,Arsinoite?
2159,Delta_1803_1974.jpg,Delta,1803,1974,-243,Arsinoite?
2160,Pi_665_8741.jpg,Pi,665,8741,-259,Jordan
2161,Sigma_2818_9975.jpg,Sigma,2818,9975,-261,Oxyrhynchite
2162,Gamma_5553_1211.jpg,Gamma,5553,1211,-170,Arsinoite
2163,Rho_14532_8978.jpg,Rho,14532,8978,-27,Arsinoite
2164,Epsilon_2821_2596.jpg,Epsilon,2821,2596,-264,Oxyrhynchite
2165,Sigma_3432_9907.jpg,Sigma,3432,9907,-160,Memphite
2166,Sigma_5699_9743.jpg,Sigma,5699,9743,-47,Herakleopolite
2167,Omega_4196_12788.jpg,Omega,4196,12788,-237,Herakleopolite
2168,Omega_11515_12645.jpg,Omega,11515,12645,-4,Arsinoite
2169,Epsilon_44617_2221.jpg,Epsilon,44617,2221,-135,Herakleopolite
2170,Xi_5837_7323.jpg,Xi,5837,7323,-284,1st Upper Nome
2171,Alpha_316254_17.jpg,Alpha,316254,17,-184,Arsinoite
2172,Omicron_13019_7668.jpg,Omicron,13019,7668,-8,Arsinoite
2173,Lambda_3097_5743.jpg,Lambda,3097,5743,-110,Hermopolite
2174,Gamma_5253_1224.jpg,Gamma,5253,1224,-57,Oxyrhynchite
2175,Nu_1137_7138.jpg,Nu,1137,7138,-254,Arsinoite?
2176,Chi_257_12362.jpg,Chi,257,12362,-127,Pathyrite
2177,Omega_44733_12560.jpg,Omega,44733,12560,-145,Herakleopolite
2178,Upsilon_316242_10919.jpg,Upsilon,316242,10919,-188,Arsinoite
2179,Theta_3094_3857.jpg,Theta,3094,3857,-108,Hermopolite
2180,Mu_3680_6279.jpg,Mu,3680,6279,-113,Arsinoite
2181,Gamma_215_1533.jpg,Gamma,215,1533,-117,Pathyrite
2182,Lambda_3098_5734.jpg,Lambda,3098,5734,-109,Hermopolite
2183,Tau_44722_10274.jpg,Tau,44722,10274,-146,Herakleopolite
2184,Alpha_3740_354.jpg,Alpha,3740,354,-92,Arsinoite
2185,Lambda_316244_5390.jpg,Lambda,316244,5390,-188,Arsinoite
2186,Beta_3289_884.jpg,Beta,3289,884,-244,Arsinoite
2187,Epsilon_255_2760.jpg,Epsilon,255,2760,-129,Pathyrite
2188,Rho_215_9473.jpg,Rho,215,9473,-117,Pathyrite
2189,Delta_2379_1958.jpg,Delta,2379,1958,-257,Alexandria?
2190,Omicron_4900_7809.jpg,Omicron,4900,7809,-56,Herakleopolite
2191,Iota_11315_4211.jpg,Iota,11315,4211,-19,Arsinoite
2192,Mu_3093_6363.jpg,Mu,3093,6363,-109,Hermopolite
2193,Iota_4196_4365.jpg,Iota,4196,4365,-237,Herakleopolite
2194,Lambda_131_5935.jpg,Lambda,131,5935,-109,Pathyrite
2195,Sigma_3289_9927.jpg,Sigma,3289,9927,-244,Arsinoite
2196,Lambda_5259_5584.jpg,Lambda,5259,5584,-46,Oxyrhynchite
2197,Theta_316254_3597.jpg,Theta,316254,3597,-184,Arsinoite
2198,Omicron_1527_8034.jpg,Omicron,1527,8034,-256,Arsinoite
2199,Eta_262_3515.jpg,Eta,262,3515,-170,Pathyrite
2200,Delta_4344_1815.jpg,Delta,4344,1815,-218,Oxyrhynchite
2201,Upsilon_3432_11285.jpg,Upsilon,3432,11285,-160,Memphite
2202,Omicron_1516_8044.jpg,Omicron,1516,8044,-257,Arsinoite
2203,Mu_60_6585.jpg,Mu,60,6585,-136,Pathyrite?
2204,Alpha_5253_284.jpg,Alpha,5253,284,-57,Oxyrhynchite
2205,Delta_1945_1973.jpg,Delta,1945,1973,-251,Arsinoite?
2206,Gamma_7883_1165.jpg,Gamma,7883,1165,-197,?
2207,Rho_3432_9222.jpg,Rho,3432,9222,-160,Memphite
2208,Pi_2379_8629.jpg,Pi,2379,8629,-257,Alexandria?
2209,Eta_3415_3323.jpg,Eta,3415,3323,-162,Memphite
2210,Omega_818_13037.jpg,Omega,818,13037,-255,Arsinoite?
2211,Omicron_18552_7633.jpg,Omicron,18552,7633,-15,Alexandria
2212,Omicron_5132_7781.jpg,Omicron,5132,7781,-167,Herakleopolite
2213,Upsilon_11515_11056.jpg,Upsilon,11515,11056,-4,Arsinoite
2214,Mu_1137_6463.jpg,Mu,1137,6463,-254,Arsinoite?
2215,Xi_663_7467.jpg,Xi,663,7467,-273,Memphite
2216,Epsilon_316241_2156.jpg,Epsilon,316241,2156,-189,Arsinoite
2217,Delta_3681_1854.jpg,Delta,3681,1854,-112,Arsinoite
2218,Lambda_18503_5483.jpg,Lambda,18503,5483,-13,Alexandria
2219,Tau_18592_10317.jpg,Tau,18592,10317,-19,Alexandria
2220,Phi_316244_11578.jpg,Phi,316244,11578,-188,Arsinoite
2221,Omicron_1803_8005.jpg,Omicron,1803,8005,-243,Arsinoite?
2222,Tau_44624_10287.jpg,Tau,44624,10287,-133,Oxyrhynchite or Herakleopolite?
2223,Upsilon_2818_11357.jpg,Upsilon,2818,11357,-261,Oxyrhynchite
2224,Iota_665_4635.jpg,Iota,665,4635,-259,Jordan
2225,Alpha_253_650.jpg,Alpha,253,650,-136,Pathyrite
2226,Chi_242_12381.jpg,Chi,242,12381,-103,Pathyrite
2227,Theta_11315_3678.jpg,Theta,11315,3678,-19,Arsinoite
2228,Epsilon_3987_2465.jpg,Epsilon,3987,2465,-264,Kynopolite
2229,Tau_3283_10636.jpg,Tau,3283,10636,-222,Arsinoite
2230,Upsilon_5836_11116.jpg,Upsilon,5836,11116,-310,1st Upper Nome
2231,Mu_5579_6171.jpg,Mu,5579,6171,-51,Arsinoite
2232,Omicron_44733_7573.jpg,Omicron,44733,7573,-145,Herakleopolite
2233,Pi_44603_8272.jpg,Pi,44603,8272,-223,Apollonopolite
2234,Eta_13542_3096.jpg,Eta,13542,3096,-12,Arsinoite
2235,Iota_3740_4381.jpg,Iota,3740,4381,-92,Arsinoite
2236,Tau_3987_10542.jpg,Tau,3987,10542,-264,Kynopolite
2237,Theta_7883_3690.jpg,Theta,7883,3690,-197,?
2238,Delta_1511_2010.jpg,Delta,1511,2010,-257,Palestina?
2239,Nu_5287_6842.jpg,Nu,5287,6842,-34,Arsinoite
2240,Zeta_818_2946.jpg,Zeta,818,2946,-255,Arsinoite?
2241,Delta_3593_1868.jpg,Delta,3593,1868,-111,Peri Thebas?
2242,Delta_3286_1911.jpg,Delta,3286,1911,-218,Arsinoite
2243,Tau_5836_10435.jpg,Tau,5836,10435,-310,1st Upper Nome
2244,Sigma_945_10084.jpg,Sigma,945,10084,-250,?
2245,Sigma_9228_9688.jpg,Sigma,9228,9688,-27,Arsinoite
2246,Omega_3415_12860.jpg,Omega,3415,12860,-162,Memphite
2247,Omicron_17894_7651.jpg,Omicron,17894,7651,-21,Oxyrhynchite
2248,Eta_2133_3397.jpg,Eta,2133,3397,-253,Herakleopolite or Arsinoite?
2249,Tau_1536_10736.jpg,Tau,1536,10736,-254,Memphite?
2250,Alpha_977098_4.jpg,Alpha,977098,4,-190,Memphite?
2251,Lambda_3286_5727.jpg,Lambda,3286,5727,-218,Arsinoite
2252,Upsilon_1945_11384.jpg,Upsilon,1945,11384,-251,Arsinoite?
2253,Alpha_9228_192.jpg,Alpha,9228,192,-27,Arsinoite
2254,Epsilon_44878_2191.jpg,Epsilon,44878,2191,-100,Pathyrite
2255,Sigma_5838_9728.jpg,Sigma,5838,9728,-282,1st Upper Nome
2256,Mu_121852_5994.jpg,Mu,121852,5994,-270,Oxyrhynchite
2257,Iota_8771_4227.jpg,Iota,8771,4227,-193,Arsinoite
2258,Alpha_1011_572.jpg,Alpha,1011,572,-241,Memphite?
2259,Chi_18570_12039.jpg,Chi,18570,12039,-18,Alexandria
2260,Gamma_3433_1325.jpg,Gamma,3433,1325,-162,Memphite
2261,Omega_5579_12710.jpg,Omega,5579,12710,-51,Arsinoite
2262,Iota_44623_4122.jpg,Iota,44623,4122,-134,Herakleopolite
2263,Delta_316244_1576.jpg,Delta,316244,1576,-188,Arsinoite
2264,Xi_131_7497.jpg,Xi,131,7497,-109,Pathyrite
2265,Epsilon_5132_2407.jpg,Epsilon,5132,2407,-167,Herakleopolite
2266,Tau_18503_10335.jpg,Tau,18503,10335,-13,Alexandria
2267,Phi_3740_11764.jpg,Phi,3740,11764,-92,Arsinoite
2268,Rho_1575_9328.jpg,Rho,1575,9328,-243,Arsinoite
2269,Pi_945_8719.jpg,Pi,945,8719,-250,?
2270,Omicron_243_8147.jpg,Omicron,243,8147,-101,Pathyrite
2271,Gamma_3745_1272.jpg,Gamma,3745,1272,-93,Arsinoite
2272,Kappa_3563_5083.jpg,Kappa,3563,5083,-117,Peri Thebas
2273,Psi_60_12498.jpg,Psi,60,12498,-136,Pathyrite?
2274,Kappa_112437_4772.jpg,Kappa,112437,4772,-3,Oxyrhynchite
2275,Gamma_834_1476.jpg,Gamma,834,1476,-255,Memphite?
2276,Rho_1511_9363.jpg,Rho,1511,9363,-257,Palestina?
2277,Beta_4820_825.jpg,Beta,4820,825,-72,Herakleopolite
2278,Nu_316254_6605.jpg,Nu,316254,6605,-184,Arsinoite
2279,Omicron_3676_7878.jpg,Omicron,3676,7878,-117,Arsinoite
2280,Iota_60_4722.jpg,Iota,60,4722,-136,Pathyrite?
2281,Pi_18560_8297.jpg,Pi,18560,8297,-22,Alexandria
2282,Tau_945_10782.jpg,Tau,945,10782,-250,?
2283,Nu_2482_7059.jpg,Nu,2482,7059,-209,Memphite
2284,Epsilon_2482_2608.jpg,Epsilon,2482,2608,-209,Memphite
2285,Omicron_4912_7797.jpg,Omicron,4912,7797,-50,Herakleopolite
2286,Epsilon_4912_2422.jpg,Epsilon,4912,2422,-50,Herakleopolite
2287,Nu_834_7163.jpg,Nu,834,7163,-255,Memphite?
